Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A_1 Spectral Count	A_2 Spectral Count	A_3 Spectral Count	B_1 Spectral Count	B_2 Spectral Count	B_3 Spectral Count	C_1 Spectral Count	C_2 Spectral Count	C_3 Spectral Count	D_1 Spectral Count	D_2 Spectral Count	D_3 Spectral Count	E_1 Spectral Count	E_2 Spectral Count	E_3 Spectral Count	A_1 Unique Spectral Count	A_2 Unique Spectral Count	A_3 Unique Spectral Count	B_1 Unique Spectral Count	B_2 Unique Spectral Count	B_3 Unique Spectral Count	C_1 Unique Spectral Count	C_2 Unique Spectral Count	C_3 Unique Spectral Count	D_1 Unique Spectral Count	D_2 Unique Spectral Count	D_3 Unique Spectral Count	E_1 Unique Spectral Count	E_2 Unique Spectral Count	E_3 Unique Spectral Count	A_1 Total Spectral Count	A_2 Total Spectral Count	A_3 Total Spectral Count	B_1 Total Spectral Count	B_2 Total Spectral Count	B_3 Total Spectral Count	C_1 Total Spectral Count	C_2 Total Spectral Count	C_3 Total Spectral Count	D_1 Total Spectral Count	D_2 Total Spectral Count	D_3 Total Spectral Count	E_1 Total Spectral Count	E_2 Total Spectral Count	E_3 Total Spectral Count	A_1 Intensity	A_2 Intensity	A_3 Intensity	B_1 Intensity	B_2 Intensity	B_3 Intensity	C_1 Intensity	C_2 Intensity	C_3 Intensity	D_1 Intensity	D_2 Intensity	D_3 Intensity	E_1 Intensity	E_2 Intensity	E_3 Intensity	A_1 Unique Intensity	A_2 Unique Intensity	A_3 Unique Intensity	B_1 Unique Intensity	B_2 Unique Intensity	B_3 Unique Intensity	C_1 Unique Intensity	C_2 Unique Intensity	C_3 Unique Intensity	D_1 Unique Intensity	D_2 Unique Intensity	D_3 Unique Intensity	E_1 Unique Intensity	E_2 Unique Intensity	E_3 Unique Intensity	A_1 Total Intensity	A_2 Total Intensity	A_3 Total Intensity	B_1 Total Intensity	B_2 Total Intensity	B_3 Total Intensity	C_1 Total Intensity	C_2 Total Intensity	C_3 Total Intensity	D_1 Total Intensity	D_2 Total Intensity	D_3 Total Intensity	E_1 Total Intensity	E_2 Total Intensity	E_3 Total Intensity	A_1 MaxLFQ Intensity	A_2 MaxLFQ Intensity	A_3 MaxLFQ Intensity	B_1 MaxLFQ Intensity	B_2 MaxLFQ Intensity	B_3 MaxLFQ Intensity	C_1 MaxLFQ Intensity	C_2 MaxLFQ Intensity	C_3 MaxLFQ Intensity	D_1 MaxLFQ Intensity	D_2 MaxLFQ Intensity	D_3 MaxLFQ Intensity	E_1 MaxLFQ Intensity	E_2 MaxLFQ Intensity	E_3 MaxLFQ Intensity	A_1 MaxLFQ Unique Intensity	A_2 MaxLFQ Unique Intensity	A_3 MaxLFQ Unique Intensity	B_1 MaxLFQ Unique Intensity	B_2 MaxLFQ Unique Intensity	B_3 MaxLFQ Unique Intensity	C_1 MaxLFQ Unique Intensity	C_2 MaxLFQ Unique Intensity	C_3 MaxLFQ Unique Intensity	D_1 MaxLFQ Unique Intensity	D_2 MaxLFQ Unique Intensity	D_3 MaxLFQ Unique Intensity	E_1 MaxLFQ Unique Intensity	E_2 MaxLFQ Unique Intensity	E_3 MaxLFQ Unique Intensity	A_1 MaxLFQ Total Intensity	A_2 MaxLFQ Total Intensity	A_3 MaxLFQ Total Intensity	B_1 MaxLFQ Total Intensity	B_2 MaxLFQ Total Intensity	B_3 MaxLFQ Total Intensity	C_1 MaxLFQ Total Intensity	C_2 MaxLFQ Total Intensity	C_3 MaxLFQ Total Intensity	D_1 MaxLFQ Total Intensity	D_2 MaxLFQ Total Intensity	D_3 MaxLFQ Total Intensity	E_1 MaxLFQ Total Intensity	E_2 MaxLFQ Total Intensity	E_3 MaxLFQ Total Intensity	Indistinguishable Proteins
sp|P16474|GRP78_YEAST	P16474	GRP78_YEAST	KAR2	682	36.40	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	78 kDa glucose-regulated protein homolog -	1.0000	0.9990	21	163	163	201	13	11	14	10	11	11	9	13	12	11	7	15	10	7	9	13	11	14	10	11	11	9	13	12	11	7	15	10	7	9	15	14	17	13	14	14	12	15	15	13	8	19	13	8	11	2.0190252E7	1.5861828E7	1.7538154E7	1.703578E7	1.6472122E7	1.6605386E7	1.5699359E7	1.4430458E7	1.527405E7	1.6810426E7	1.5591744E7	1.6587225E7	1.655753E7	1.4781234E7	1.5770134E7	2.0190252E7	1.5861828E7	1.7538154E7	1.703578E7	1.6472122E7	1.6605386E7	1.5699359E7	1.4430458E7	1.527405E7	1.6810426E7	1.5591744E7	1.6587225E7	1.655753E7	1.4781234E7	1.5770134E7	1.55269744E8	1.43954096E8	1.23149896E8	1.19873976E8	1.22897816E8	1.17904592E8	1.07546192E8	1.18025456E8	1.17579616E8	1.347756E8	1.46317808E8	1.30221368E8	1.2725744E8	1.32464424E8	1.23045072E8	6478677.5	6423309.0	6000472.5	6285602.5	5885478.5	6002846.5	5585647.5	5804842.5	5910722.0	6367819.5	6193540.5	6265215.5	6367319.0	5782613.5	5840094.0	6478677.5	6423309.0	6000472.5	6285602.5	5885478.5	6002846.5	5585647.5	5804842.5	5910722.0	6367819.5	6193540.5	6265215.5	6367319.0	5782613.5	5840094.0	1.1965E8	1.19938032E8	1.11258864E8	1.15449152E8	1.08253968E8	1.08549016E8	1.00680032E8	1.05758248E8	1.08133992E8	1.17803192E8	1.17936952E8	1.15768048E8	1.16035328E8	1.108152E8	1.09658504E8	
sp|P16521|EF3A_YEAST	P16521	EF3A_YEAST	YEF3	1044	40.60	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Elongation factor 3A -	1.0000	0.9990	41	526	407	526	40	36	38	43	36	36	39	34	33	34	31	37	30	31	28	31	27	29	32	29	28	30	26	23	26	23	28	25	25	25	40	36	38	43	36	36	39	34	33	34	31	37	30	31	28	1.48396576E8	1.41699456E8	1.41106368E8	1.55594656E8	1.50510096E8	1.4892256E8	1.48406272E8	1.4674176E8	1.40765792E8	1.61560928E8	1.45676944E8	1.42985168E8	1.47225824E8	1.31608912E8	1.2749216E8	1.51379616E8	1.47811632E8	1.4611792E8	1.43919952E8	1.47291872E8	1.394608E8	1.40562E8	1.40406064E8	1.3781392E8	1.42081776E8	1.38537936E8	1.3330656E8	1.37621248E8	1.300128E8	1.26289248E8	1.48396576E8	1.41699456E8	1.41106368E8	1.55594656E8	1.50510096E8	1.4892256E8	1.48406272E8	1.4674176E8	1.40765792E8	1.61560928E8	1.45676944E8	1.42985168E8	1.47225824E8	1.31608912E8	1.2749216E8	5.5121064E7	5.4669652E7	5.3484164E7	5.343422E7	5.3941648E7	5.4333116E7	5.2529632E7	5.3118412E7	5.2568748E7	5.6433608E7	5.6698396E7	5.4586672E7	5.5855604E7	5.381436E7	5.0458824E7	5.7910396E7	5.6601468E7	5.4208244E7	5.20202E7	5.4248308E7	5.2606668E7	5.1848792E7	5.2896204E7	5.2057816E7	5.545468E7	5.6610676E7	5.452236E7	5.4340344E7	5.4119108E7	5.1735648E7	5.5121064E7	5.4669652E7	5.3484164E7	5.343422E7	5.3941648E7	5.4333116E7	5.2529632E7	5.3118412E7	5.2568748E7	5.6433608E7	5.6698396E7	5.4586672E7	5.5855604E7	5.381436E7	5.0458824E7	
sp|P16550|APA1_YEAST	P16550	APA1_YEAST	APA1	321	36.80	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Protein APA1 -	1.0000	0.9990	9	52	52	52	4	3	3	3	2	1	5	2	3	2	7	6	4	4	3	4	3	3	3	2	1	5	2	3	2	7	6	4	4	3	4	3	3	3	2	1	5	2	3	2	7	6	4	4	3	9664845.0	4696052.0	2204527.5	6895585.0	5981159.5	8634358.0	8891576.0	5792346.0	5483691.0	1.1069181E7	9012884.0	9322678.0	1.1590172E7	3139241.5	3165757.0	9664845.0	4696052.0	2204527.5	6895585.0	5981159.5	8634358.0	8891576.0	5792346.0	5483691.0	1.1069181E7	9012884.0	9322678.0	1.1590172E7	3139241.5	3165757.0	9664845.0	4696052.0	2204527.5	6895585.0	5981159.5	8634358.0	8891576.0	5792346.0	5483691.0	1.1069181E7	9012884.0	9322678.0	1.1590172E7	3139241.5	3165757.0	4249429.5	3966491.0	4096879.0	3918798.0	3457833.0	3336972.8	3451288.5	3666203.2	3745046.8	4130726.0	3889487.5	3767109.5	4158778.5	4201076.0	3981313.0	4249429.5	3966491.0	4096879.0	3918798.0	3457833.0	3336972.8	3451288.5	3666203.2	3745046.8	4130726.0	3889487.5	3767109.5	4158778.5	4201076.0	3981313.0	4249429.5	3966491.0	4096879.0	3918798.0	3457833.0	3336972.8	3451288.5	3666203.2	3745046.8	4130726.0	3889487.5	3767109.5	4158778.5	4201076.0	3981313.0	
sp|P16603|NCPR_YEAST	P16603	NCPR_YEAST	NCP1	691	21.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	NADPH--cytochrome P450 reductase -	1.0000	0.9990	10	65	65	65	7	4	9	3	6	2	4	4	4	1	5	6	3	4	3	7	4	9	3	6	2	4	4	4	1	5	6	3	4	3	7	4	9	3	6	2	4	4	4	1	5	6	3	4	3	4766579.0	4788168.5	5694689.5	4709859.0	5345544.0	4882406.5	3851821.5	5363586.0	5360973.5	4963134.0	4847979.0	4876287.0	3508634.5	1.2806661E7	5120654.0	4766579.0	4788168.5	5694689.5	4709859.0	5345544.0	4882406.5	3851821.5	5363586.0	5360973.5	4963134.0	4847979.0	4876287.0	3508634.5	1.2806661E7	5120654.0	4766579.0	4788168.5	5694689.5	4709859.0	5345544.0	4882406.5	3851821.5	5363586.0	5360973.5	4963134.0	4847979.0	4876287.0	3508634.5	1.2806661E7	5120654.0	2200385.5	2134655.8	2229605.5	2186599.8	2336664.0	2155878.5	2187061.2	2190515.8	2278868.8	2243863.5	2366650.8	2181157.5	2150171.5	2343784.2	2312787.0	2200385.5	2134655.8	2229605.5	2186599.8	2336664.0	2155878.5	2187061.2	2190515.8	2278868.8	2243863.5	2366650.8	2181157.5	2150171.5	2343784.2	2312787.0	2200385.5	2134655.8	2229605.5	2186599.8	2336664.0	2155878.5	2187061.2	2190515.8	2278868.8	2243863.5	2366650.8	2181157.5	2150171.5	2343784.2	2312787.0	
sp|P16649|TUP1_YEAST	P16649	TUP1_YEAST	TUP1	713	18.20	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	General transcriptional corepressor TUP1 -	1.0000	0.9990	8	31	31	31	4	3	3	4	3	1	1	2	3	1	2	1	0	1	2	4	3	3	4	3	1	1	2	3	1	2	1	0	1	2	4	3	3	4	3	1	1	2	3	1	2	1	0	1	2	3079643.0	2781742.0	2687530.0	2531037.8	2829329.2	2667788.8	2549802.8	1750079.2	2831445.2	1821689.5	2789034.5	2782847.8	2723884.0	2457553.2	1673907.0	3079643.0	2781742.0	2687530.0	2531037.8	2829329.2	2667788.8	2549802.8	1750079.2	2831445.2	1821689.5	2789034.5	2782847.8	2723884.0	2457553.2	1673907.0	3079643.0	2781742.0	2687530.0	2531037.8	2829329.2	2667788.8	2549802.8	1750079.2	2831445.2	1821689.5	2789034.5	2782847.8	2723884.0	2457553.2	1673907.0	1627242.0	1404836.4	1330948.1	1301790.1	1407827.5	1325828.0	1267480.5	1263574.0	1398994.2	1367918.6	1367814.9	1349261.8	1392972.9	1201140.4	1189795.5	1627242.0	1404836.4	1330948.1	1301790.1	1407827.5	1325828.0	1267480.5	1263574.0	1398994.2	1367918.6	1367814.9	1349261.8	1392972.9	1201140.4	1189795.5	1627242.0	1404836.4	1330948.1	1301790.1	1407827.5	1325828.0	1267480.5	1263574.0	1398994.2	1367918.6	1367814.9	1349261.8	1392972.9	1201140.4	1189795.5	
sp|P16861|PFKA1_YEAST	P16861	PFKA1_YEAST	PFK1	987	43.20	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	ATP-dependent 6-phosphofructokinase subunit alpha -	1.0000	0.9990	35	261	260	261	20	19	16	14	18	17	16	16	16	18	16	12	22	20	21	20	19	16	14	18	17	16	16	16	18	16	11	22	20	21	20	19	16	14	18	17	16	16	16	18	16	12	22	20	21	1.7339284E7	3.1066034E7	9150383.0	1.9161996E7	3.1670208E7	3.4031276E7	1.8529476E7	3.3214904E7	3.2901512E7	1.9535744E7	3.1307484E7	3.3613976E7	3.1294576E7	3.02294E7	2.8629358E7	1.7339284E7	3.1066034E7	9150383.0	1.9161996E7	3.1670208E7	3.4031276E7	1.8529476E7	3.3214904E7	3.2901512E7	1.9535744E7	3.1307484E7	3.3613976E7	3.1294576E7	3.02294E7	2.8629358E7	1.7339284E7	3.1066034E7	9150383.0	1.9161996E7	3.1670208E7	3.4031276E7	1.8529476E7	3.3214904E7	3.2901512E7	1.9535744E7	3.1307484E7	3.3613976E7	3.1294576E7	3.02294E7	2.8629358E7	1.2140296E7	1.2565737E7	1.3209095E7	1.2306558E7	1.2980797E7	1.3144788E7	1.1527578E7	1.2708341E7	1.2684932E7	1.2516557E7	1.2587591E7	1.3046896E7	1.2336856E7	1.2657757E7	1.2198356E7	1.2140296E7	1.255532E7	1.3176916E7	1.2343012E7	1.2903569E7	1.3179471E7	1.1626686E7	1.2785993E7	1.2752353E7	1.2492466E7	1.2587591E7	1.2996146E7	1.2271254E7	1.2592676E7	1.2198356E7	1.2140296E7	1.2565737E7	1.3209095E7	1.2306558E7	1.2980797E7	1.3144788E7	1.1527578E7	1.2708341E7	1.2684932E7	1.2516557E7	1.2587591E7	1.3046896E7	1.2336856E7	1.2657757E7	1.2198356E7	
sp|P16862|PFKA2_YEAST	P16862	PFKA2_YEAST	PFK2	959	33.40	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	ATP-dependent 6-phosphofructokinase subunit beta -	1.0000	0.9990	27	224	224	225	17	17	17	15	14	17	16	18	16	12	14	16	11	12	12	17	17	17	15	14	17	16	18	16	12	14	16	11	12	12	17	17	17	15	14	17	16	18	16	12	14	17	11	12	12	3.2379666E7	3.1629832E7	3.1701508E7	3.3172028E7	3.282842E7	3.1088632E7	3.1565372E7	3.083016E7	3.2076824E7	3.1795252E7	3.053795E7	3.1695968E7	3.2150656E7	3.1419264E7	3.0283716E7	3.2379666E7	3.1629832E7	3.1701508E7	3.3172028E7	3.282842E7	3.1088632E7	3.1565372E7	3.083016E7	3.2076824E7	3.1795252E7	3.053795E7	3.1695968E7	3.2150656E7	3.1419264E7	3.0283716E7	3.2379666E7	3.1629832E7	3.1701508E7	3.3172028E7	3.282842E7	3.1088632E7	3.1565372E7	3.083016E7	3.2076824E7	3.1795252E7	3.053795E7	3.1695968E7	3.2150656E7	3.1419264E7	3.0283716E7	1.1737372E7	1.1951672E7	1.2430288E7	1.1958239E7	1.2498627E7	1.2299417E7	1.1827093E7	1.2119839E7	1.2475588E7	1.1724784E7	1.1712534E7	1.1817117E7	1.1764905E7	1.1789087E7	1.1707874E7	1.1737372E7	1.1951672E7	1.2430288E7	1.1958239E7	1.2498627E7	1.2299417E7	1.1827093E7	1.2119839E7	1.2475588E7	1.1724784E7	1.1712534E7	1.1817117E7	1.1764905E7	1.1789087E7	1.1707874E7	1.1737372E7	1.1953924E7	1.2425562E7	1.1933933E7	1.2514733E7	1.227128E7	1.1755137E7	1.2079349E7	1.2435152E7	1.1744526E7	1.1712534E7	1.1854682E7	1.1816578E7	1.1868171E7	1.1707874E7	
sp|P17076|RL8A_YEAST	P17076	RL8A_YEAST	RPL8A	256	67.60	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	60S ribosomal protein L8-A -	1.0000	0.9989	21	28	28	174	3	3	3	2	1	2	1	0	1	2	3	2	1	2	2	3	3	3	2	1	2	1	0	1	2	3	2	1	2	2	12	14	14	9	10	12	7	9	12	9	13	14	12	14	13	1.1596681E7	1.0974184E7	1.1752592E7	4709561.5	1.011111E7	1.0836116E7	4463070.5	1.0645203E7	1.0360328E7	1.1215395E7	1.5809906E7	1.0535432E7	9261703.0	9696438.0	8670144.0	1.1596681E7	1.0974184E7	1.1752592E7	4709561.5	1.011111E7	1.0836116E7	4463070.5	1.0645203E7	1.0360328E7	1.1215395E7	1.5809906E7	1.0535432E7	9261703.0	9696438.0	8670144.0	1.93052288E8	1.30696432E8	1.98415328E8	2.27785312E8	1.99099136E8	2.03809632E8	2.00847328E8	2.00621856E8	2.04461392E8	2.05316096E8	2.10526704E8	2.10095104E8	2.00787392E8	1.91362464E8	1.92135472E8	8158239.0	7925088.5	8472972.0	7002969.0	7445918.5	7741728.0	6593793.5	7659705.5	7570503.0	8780150.0	1.192931E7	8052418.0	7230097.0	7884005.0	6726487.0	8158239.0	7925088.5	8472972.0	7002969.0	7445918.5	7741728.0	6593793.5	7659705.5	7570503.0	8780150.0	1.192931E7	8052418.0	7230097.0	7884005.0	6726487.0	7.087628E7	7.2106472E7	7.076292E7	7.4859856E7	7.0855496E7	7.366152E7	7.2102352E7	7.3123072E7	7.184256E7	8.102044E7	7.3773976E7	7.4441368E7	7.4290384E7	6.8553968E7	6.198662E7	
sp|P17106|CBF1_YEAST	P17106	CBF1_YEAST	CBF1	351	10.80	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Centromere-binding protein 1 -	1.0000	0.9990	3	17	17	17	1	3	1	1	0	2	2	2	2	0	1	1	0	1	0	1	3	1	1	0	2	2	2	2	0	1	1	0	1	0	1	3	1	1	0	2	2	2	2	0	1	1	0	1	0	870777.75	916874.94	1000150.1	1202747.5	1230779.0	1016362.7	1130499.2	1104690.9	1146246.5	919324.3	1155911.5	987305.25	612827.75	1119727.5	1070845.6	870777.75	916874.94	1000150.1	1202747.5	1230779.0	1016362.7	1130499.2	1104690.9	1146246.5	919324.3	1155911.5	987305.25	612827.75	1119727.5	1070845.6	870777.75	916874.94	1000150.1	1202747.5	1230779.0	1016362.7	1130499.2	1104690.9	1146246.5	919324.3	1155911.5	987305.25	612827.75	1119727.5	1070845.6	466996.12	535674.2	544408.0	662797.44	677393.06	559740.0	620450.5	608172.56	629881.8	505196.16	648517.75	543974.2	558880.6	632467.7	588328.94	466996.12	535674.2	544408.0	662797.44	677393.06	559740.0	620450.5	608172.56	629881.8	505196.16	648517.75	543974.2	558880.6	632467.7	588328.94	466996.12	535674.2	544408.0	662797.44	677393.06	559740.0	620450.5	608172.56	629881.8	505196.16	648517.75	543974.2	558880.6	632467.7	588328.94	
sp|P17255|VATA_YEAST	P17255	VATA_YEAST	VMA1	1071	40.30	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	V-type proton ATPase catalytic subunit A -	1.0000	0.9990	36	329	329	329	27	23	24	26	22	18	24	20	24	20	25	22	19	17	18	27	23	24	26	22	18	24	20	24	20	25	22	19	17	18	27	23	24	26	22	18	24	20	24	20	25	22	19	17	18	3.1868018E7	3.2963686E7	2.833127E7	2.5851832E7	2.3317792E7	2.8001212E7	2.5637702E7	2.793063E7	3.0632076E7	2.7701186E7	2.9745856E7	3.39525E7	3.1435392E7	2.6756136E7	2.6940788E7	3.1868018E7	3.2963686E7	2.833127E7	2.5851832E7	2.3317792E7	2.8001212E7	2.5637702E7	2.793063E7	3.0632076E7	2.7701186E7	2.9745856E7	3.39525E7	3.1435392E7	2.6756136E7	2.6940788E7	3.1868018E7	3.2963686E7	2.833127E7	2.5851832E7	2.3317792E7	2.8001212E7	2.5637702E7	2.793063E7	3.0632076E7	2.7701186E7	2.9745856E7	3.39525E7	3.1435392E7	2.6756136E7	2.6940788E7	1.1221055E7	1.1261285E7	1.1286222E7	1.1363894E7	1.1293148E7	1.1922103E7	1.0859236E7	1.1413568E7	1.1401276E7	1.1126013E7	1.1164347E7	1.1350198E7	1.1272956E7	1.0858611E7	1.0309045E7	1.1221055E7	1.1261285E7	1.1286222E7	1.1363894E7	1.1293148E7	1.1922103E7	1.0859236E7	1.1413568E7	1.1401276E7	1.1126013E7	1.1164347E7	1.1350198E7	1.1272956E7	1.0858611E7	1.0309045E7	1.1221055E7	1.1261285E7	1.1286222E7	1.1363894E7	1.1293148E7	1.1922103E7	1.0859236E7	1.1413568E7	1.1401276E7	1.1126013E7	1.1164347E7	1.1350198E7	1.1272956E7	1.0858611E7	1.0309045E7	
sp|P17423|KHSE_YEAST	P17423	KHSE_YEAST	THR1	357	24.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Homoserine kinase -	1.0000	0.9990	7	62	62	62	5	4	4	5	4	4	5	5	5	4	4	4	5	2	2	5	4	4	5	4	4	5	5	5	4	4	4	5	2	2	5	4	4	5	4	4	5	5	5	4	4	4	5	2	2	8257366.0	5879409.5	8925144.0	9477060.0	9283682.0	1.0025471E7	9202229.0	6444536.0	9428841.0	9992445.0	9323672.0	9612057.0	9028932.0	5819890.0	8081804.0	8257366.0	5879409.5	8925144.0	9477060.0	9283682.0	1.0025471E7	9202229.0	6444536.0	9428841.0	9992445.0	9323672.0	9612057.0	9028932.0	5819890.0	8081804.0	8257366.0	5879409.5	8925144.0	9477060.0	9283682.0	1.0025471E7	9202229.0	6444536.0	9428841.0	9992445.0	9323672.0	9612057.0	9028932.0	5819890.0	8081804.0	3104877.5	3243177.2	3255998.8	3354212.8	3335985.2	3400656.5	3301978.2	3504363.5	3337805.0	3562868.2	3424628.0	3484647.2	3354828.8	3258883.5	3045562.8	3104877.5	3243177.2	3255998.8	3354212.8	3335985.2	3400656.5	3301978.2	3504363.5	3337805.0	3562868.2	3424628.0	3484647.2	3354828.8	3258883.5	3045562.8	3104877.5	3243177.2	3255998.8	3354212.8	3335985.2	3400656.5	3301978.2	3504363.5	3337805.0	3562868.2	3424628.0	3484647.2	3354828.8	3258883.5	3045562.8	
sp|P17505|MDHM_YEAST	P17505	MDHM_YEAST	MDH1	334	53.60	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Malate dehydrogenase, mitochondrial -	1.0000	0.9990	11	85	85	85	7	5	4	6	6	5	6	4	6	7	6	5	7	6	5	7	5	4	6	6	5	6	4	6	7	6	5	7	6	5	7	5	4	6	6	5	6	4	6	7	6	5	7	6	5	4576775.0	4669826.0	2638157.5	4762681.0	4888911.0	4423170.0	4373422.0	4881661.5	4947924.0	5068439.5	5340792.5	2929199.0	4911254.0	3055883.0	2790194.5	4576775.0	4669826.0	2638157.5	4762681.0	4888911.0	4423170.0	4373422.0	4881661.5	4947924.0	5068439.5	5340792.5	2929199.0	4911254.0	3055883.0	2790194.5	4576775.0	4669826.0	2638157.5	4762681.0	4888911.0	4423170.0	4373422.0	4881661.5	4947924.0	5068439.5	5340792.5	2929199.0	4911254.0	3055883.0	2790194.5	2366665.8	2034660.6	1938227.2	1942958.8	1865293.6	1721244.1	1706165.5	1870055.6	1916536.2	2133366.8	2263847.5	2237659.5	2149045.2	2378033.5	2410051.5	2366665.8	2034660.6	1938227.2	1942958.8	1865293.6	1721244.1	1706165.5	1870055.6	1916536.2	2133366.8	2263847.5	2237659.5	2149045.2	2378033.5	2410051.5	2366665.8	2034660.6	1938227.2	1942958.8	1865293.6	1721244.1	1706165.5	1870055.6	1916536.2	2133366.8	2263847.5	2237659.5	2149045.2	2378033.5	2410051.5	
sp|P17536|TPM1_YEAST	P17536	TPM1_YEAST	TPM1	199	56.80	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Tropomyosin-1 -	1.0000	0.9990	9	63	63	63	5	4	6	5	2	4	3	4	5	3	5	6	4	3	4	5	4	6	5	2	4	3	4	5	3	5	6	4	3	4	5	4	6	5	2	4	3	4	5	3	5	6	4	3	4	5874253.0	5893332.5	8875794.0	6854549.5	9664820.0	9980352.0	6383461.0	1.0273952E7	9915467.0	3514469.2	6156367.5	1.0051125E7	1.1455062E7	9962576.0	8236087.5	5874253.0	5893332.5	8875794.0	6854549.5	9664820.0	9980352.0	6383461.0	1.0273952E7	9915467.0	3514469.2	6156367.5	1.0051125E7	1.1455062E7	9962576.0	8236087.5	5874253.0	5893332.5	8875794.0	6854549.5	9664820.0	9980352.0	6383461.0	1.0273952E7	9915467.0	3514469.2	6156367.5	1.0051125E7	1.1455062E7	9962576.0	8236087.5	3473744.8	3345264.5	3250781.0	3958571.5	3671674.5	3700960.2	3962220.0	3725067.2	3769712.8	3820171.5	3408401.5	3475592.2	3752400.0	3651445.5	3054477.8	3473744.8	3345264.5	3250781.0	3958571.5	3671674.5	3700960.2	3962220.0	3725067.2	3769712.8	3820171.5	3408401.5	3475592.2	3752400.0	3651445.5	3054477.8	3473744.8	3345264.5	3250781.0	3958571.5	3671674.5	3700960.2	3962220.0	3725067.2	3769712.8	3820171.5	3408401.5	3475592.2	3752400.0	3651445.5	3054477.8	
sp|P17555|CAP_YEAST	P17555	CAP_YEAST	SRV2	526	22.40	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Adenylyl cyclase-associated protein -	1.0000	0.9990	5	23	23	23	3	1	1	1	2	1	2	1	1	2	1	4	2	1	0	3	1	1	1	2	1	2	1	1	2	1	4	2	1	0	3	1	1	1	2	1	2	1	1	2	1	4	2	1	0	3899925.5	3693957.5	3411707.0	3392027.2	3335599.8	3380380.5	3446457.8	3286292.5	3259001.0	3463001.0	3610877.0	3231679.2	3429371.0	3112500.5	2974928.8	3899925.5	3693957.5	3411707.0	3392027.2	3335599.8	3380380.5	3446457.8	3286292.5	3259001.0	3463001.0	3610877.0	3231679.2	3429371.0	3112500.5	2974928.8	3899925.5	3693957.5	3411707.0	3392027.2	3335599.8	3380380.5	3446457.8	3286292.5	3259001.0	3463001.0	3610877.0	3231679.2	3429371.0	3112500.5	2974928.8	2035161.1	1902028.6	1752569.9	1739226.9	1694107.6	1734825.6	1690745.8	1654637.2	1618098.4	1796142.1	1904535.1	1625573.6	1665439.1	1599934.9	1562232.0	2035161.1	1902028.6	1752569.9	1739226.9	1694107.6	1734825.6	1690745.8	1654637.2	1618098.4	1796142.1	1904535.1	1625573.6	1665439.1	1599934.9	1562232.0	2035161.1	1902028.6	1752569.9	1739226.9	1694107.6	1734825.6	1690745.8	1654637.2	1618098.4	1796142.1	1904535.1	1625573.6	1665439.1	1599934.9	1562232.0	
