Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A_1 Spectral Count	A_2 Spectral Count	A_3 Spectral Count	B_1 Spectral Count	B_2 Spectral Count	B_3 Spectral Count	C_1 Spectral Count	C_2 Spectral Count	C_3 Spectral Count	D_1 Spectral Count	D_2 Spectral Count	D_3 Spectral Count	E_1 Spectral Count	E_2 Spectral Count	E_3 Spectral Count	A_1 Unique Spectral Count	A_2 Unique Spectral Count	A_3 Unique Spectral Count	B_1 Unique Spectral Count	B_2 Unique Spectral Count	B_3 Unique Spectral Count	C_1 Unique Spectral Count	C_2 Unique Spectral Count	C_3 Unique Spectral Count	D_1 Unique Spectral Count	D_2 Unique Spectral Count	D_3 Unique Spectral Count	E_1 Unique Spectral Count	E_2 Unique Spectral Count	E_3 Unique Spectral Count	A_1 Total Spectral Count	A_2 Total Spectral Count	A_3 Total Spectral Count	B_1 Total Spectral Count	B_2 Total Spectral Count	B_3 Total Spectral Count	C_1 Total Spectral Count	C_2 Total Spectral Count	C_3 Total Spectral Count	D_1 Total Spectral Count	D_2 Total Spectral Count	D_3 Total Spectral Count	E_1 Total Spectral Count	E_2 Total Spectral Count	E_3 Total Spectral Count	A_1 Intensity	A_2 Intensity	A_3 Intensity	B_1 Intensity	B_2 Intensity	B_3 Intensity	C_1 Intensity	C_2 Intensity	C_3 Intensity	D_1 Intensity	D_2 Intensity	D_3 Intensity	E_1 Intensity	E_2 Intensity	E_3 Intensity	A_1 Unique Intensity	A_2 Unique Intensity	A_3 Unique Intensity	B_1 Unique Intensity	B_2 Unique Intensity	B_3 Unique Intensity	C_1 Unique Intensity	C_2 Unique Intensity	C_3 Unique Intensity	D_1 Unique Intensity	D_2 Unique Intensity	D_3 Unique Intensity	E_1 Unique Intensity	E_2 Unique Intensity	E_3 Unique Intensity	A_1 Total Intensity	A_2 Total Intensity	A_3 Total Intensity	B_1 Total Intensity	B_2 Total Intensity	B_3 Total Intensity	C_1 Total Intensity	C_2 Total Intensity	C_3 Total Intensity	D_1 Total Intensity	D_2 Total Intensity	D_3 Total Intensity	E_1 Total Intensity	E_2 Total Intensity	E_3 Total Intensity	A_1 MaxLFQ Intensity	A_2 MaxLFQ Intensity	A_3 MaxLFQ Intensity	B_1 MaxLFQ Intensity	B_2 MaxLFQ Intensity	B_3 MaxLFQ Intensity	C_1 MaxLFQ Intensity	C_2 MaxLFQ Intensity	C_3 MaxLFQ Intensity	D_1 MaxLFQ Intensity	D_2 MaxLFQ Intensity	D_3 MaxLFQ Intensity	E_1 MaxLFQ Intensity	E_2 MaxLFQ Intensity	E_3 MaxLFQ Intensity	A_1 MaxLFQ Unique Intensity	A_2 MaxLFQ Unique Intensity	A_3 MaxLFQ Unique Intensity	B_1 MaxLFQ Unique Intensity	B_2 MaxLFQ Unique Intensity	B_3 MaxLFQ Unique Intensity	C_1 MaxLFQ Unique Intensity	C_2 MaxLFQ Unique Intensity	C_3 MaxLFQ Unique Intensity	D_1 MaxLFQ Unique Intensity	D_2 MaxLFQ Unique Intensity	D_3 MaxLFQ Unique Intensity	E_1 MaxLFQ Unique Intensity	E_2 MaxLFQ Unique Intensity	E_3 MaxLFQ Unique Intensity	A_1 MaxLFQ Total Intensity	A_2 MaxLFQ Total Intensity	A_3 MaxLFQ Total Intensity	B_1 MaxLFQ Total Intensity	B_2 MaxLFQ Total Intensity	B_3 MaxLFQ Total Intensity	C_1 MaxLFQ Total Intensity	C_2 MaxLFQ Total Intensity	C_3 MaxLFQ Total Intensity	D_1 MaxLFQ Total Intensity	D_2 MaxLFQ Total Intensity	D_3 MaxLFQ Total Intensity	E_1 MaxLFQ Total Intensity	E_2 MaxLFQ Total Intensity	E_3 MaxLFQ Total Intensity	Indistinguishable Proteins
sp|P16862|PFKA2_YEAST	P16862	PFKA2_YEAST	PFK2	959	32.80	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	ATP-dependent 6-phosphofructokinase subunit beta -	1.0000	0.9990	22	148	148	149	7	11	9	7	8	8	6	11	10	12	15	12	8	14	10	7	11	9	7	8	8	6	11	10	12	15	12	8	14	10	7	11	9	7	8	8	6	11	10	12	15	12	8	15	10	1.8653134E7	3.936198E7	3.4979264E7	2.9649902E7	3.8833804E7	3.7586396E7	3.7011104E7	4.0175592E7	3.9779108E7	1.1320922E7	2.389804E7	9757489.0	9369152.0	1.741821E7	2.409535E7	1.8653134E7	3.936198E7	3.4979264E7	2.9649902E7	3.8833804E7	3.7586396E7	3.7011104E7	4.0175592E7	3.9779108E7	1.1320922E7	2.389804E7	9757489.0	9369152.0	1.741821E7	2.409535E7	1.8653134E7	3.936198E7	3.4979264E7	2.9649902E7	3.8833804E7	3.7586396E7	3.7011104E7	4.0175592E7	3.9779108E7	1.1320922E7	2.389804E7	9757489.0	9369152.0	1.741821E7	2.409535E7	1.6061619E7	1.7531668E7	1.3594358E7	1.3303428E7	1.6437706E7	1.3266632E7	1.9247956E7	1.5478991E7	1.5033277E7	2.229912E7	1.7223542E7	1.6954252E7	2.0800508E7	2.2311992E7	1.6486866E7	1.6061619E7	1.7531668E7	1.3594358E7	1.3303428E7	1.6437706E7	1.3266632E7	1.9247956E7	1.5478991E7	1.5033277E7	2.229912E7	1.7223542E7	1.6954252E7	2.0800508E7	2.2311992E7	1.6486866E7	1.6061619E7	1.7531668E7	1.3594358E7	1.3303428E7	1.6437706E7	1.3266632E7	1.9247956E7	1.5478991E7	1.5033277E7	2.229912E7	1.7223542E7	1.6954252E7	2.0800508E7	2.2311992E7	1.6486866E7	
sp|P17076|RL8A_YEAST	P17076	RL8A_YEAST	RPL8A	256	52.00	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	60S ribosomal protein L8-A -	1.0000	0.9988	12	15	15	126	0	2	1	1	2	2	0	2	1	0	1	1	0	1	1	0	2	1	1	2	2	0	2	1	0	1	1	0	1	1	8	11	9	10	11	10	7	14	10	7	9	8	2	5	5	0.0	2.6018874E7	4341525.0	4839134.0	2.4308598E7	2.400778E7	0.0	2.4990152E7	2.05193E7	0.0	1445018.4	2313250.0	0.0	1.4821258E7	1.4021468E7	0.0	2.6018874E7	4341525.0	4839134.0	2.4308598E7	2.400778E7	0.0	2.4990152E7	2.05193E7	0.0	1445018.4	2313250.0	0.0	1.4821258E7	1.4021468E7	2.42222E8	2.79013376E8	3.7788576E8	2.5840576E8	2.80214976E8	2.55570944E8	1.76793488E8	3.95234688E8	3.99748416E8	1.3875256E8	3.69383456E8	3.48073312E8	5.9002176E7	2.15493856E8	2.21272272E8	0.0	1.3155981E7	9281215.0	1.0344993E7	1.2770872E7	1.2333044E7	0.0	1.3683644E7	1.421958E7	0.0	3089128.0	4945214.5	0.0	1.0270918E7	9716675.0	0.0	1.3155981E7	9281215.0	1.0344993E7	1.2770872E7	1.2333044E7	0.0	1.3683644E7	1.421958E7	0.0	3089128.0	4945214.5	0.0	1.0270918E7	9716675.0	1.21813896E8	1.51028304E8	1.44283808E8	8.8021048E7	1.4050656E8	1.38417728E8	1.83359888E8	1.58559344E8	1.51327248E8	1.54079792E8	1.48480128E8	1.48592288E8	5.8195496E7	2.08756976E8	2.11627568E8	
sp|P17255|VATA_YEAST	P17255	VATA_YEAST	VMA1	1071	29.70	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	V-type proton ATPase catalytic subunit A -	1.0000	0.9990	31	268	268	268	18	19	16	17	17	16	13	18	17	17	23	25	18	17	17	18	19	16	17	17	16	13	18	17	17	23	25	18	17	17	18	19	16	17	17	16	13	18	17	17	23	25	18	17	17	1.3454856E7	2.4460332E7	2.4096376E7	5.4020416E7	2.5365568E7	2.3091158E7	5.709752E7	2.1406434E7	2.3572796E7	1.0501503E7	3.278718E7	3.9720568E7	1.0338506E7	3.4506448E7	2.0158702E7	1.3454856E7	2.4460332E7	2.4096376E7	5.4020416E7	2.5365568E7	2.3091158E7	5.709752E7	2.1406434E7	2.3572796E7	1.0501503E7	3.278718E7	3.9720568E7	1.0338506E7	3.4506448E7	2.0158702E7	1.3454856E7	2.4460332E7	2.4096376E7	5.4020416E7	2.5365568E7	2.3091158E7	5.709752E7	2.1406434E7	2.3572796E7	1.0501503E7	3.278718E7	3.9720568E7	1.0338506E7	3.4506448E7	2.0158702E7	1.6615307E7	1.7607718E7	1.6699401E7	1.6270352E7	1.5437082E7	1.3896648E7	1.885192E7	1.5669338E7	1.594399E7	1.5314733E7	1.4349211E7	1.5922995E7	1.580942E7	1.7630276E7	1.6046737E7	1.6615307E7	1.7607718E7	1.6699401E7	1.6270352E7	1.5437082E7	1.3896648E7	1.885192E7	1.5669338E7	1.594399E7	1.5314733E7	1.4349211E7	1.5922995E7	1.580942E7	1.7630276E7	1.6046737E7	1.6615307E7	1.7607718E7	1.6699401E7	1.6270352E7	1.5437082E7	1.3896648E7	1.885192E7	1.5669338E7	1.594399E7	1.5314733E7	1.4349211E7	1.5922995E7	1.580942E7	1.7630276E7	1.6046737E7	
sp|P17423|KHSE_YEAST	P17423	KHSE_YEAST	THR1	357	21.80	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Homoserine kinase -	1.0000	0.9990	6	59	59	59	3	4	3	4	4	2	4	4	4	4	4	5	5	5	4	3	4	3	4	4	2	4	4	4	4	4	5	5	5	4	3	4	3	4	4	2	4	4	4	4	4	5	5	5	4	9304114.0	6678648.0	7294213.5	9684417.0	7238489.5	4719529.0	1.2108223E7	1.0196965E7	1.1905456E7	5053497.0	7403883.0	9109462.0	5505091.0	5954962.0	5965834.0	9304114.0	6678648.0	7294213.5	9684417.0	7238489.5	4719529.0	1.2108223E7	1.0196965E7	1.1905456E7	5053497.0	7403883.0	9109462.0	5505091.0	5954962.0	5965834.0	9304114.0	6678648.0	7294213.5	9684417.0	7238489.5	4719529.0	1.2108223E7	1.0196965E7	1.1905456E7	5053497.0	7403883.0	9109462.0	5505091.0	5954962.0	5965834.0	5391379.5	4023975.0	4019720.5	3670615.5	3823066.0	4955222.0	4877995.0	4331918.0	4503287.5	3580438.0	4254935.0	3720727.8	3794032.0	3290984.5	3941488.5	5391379.5	4023975.0	4019720.5	3670615.5	3823066.0	4955222.0	4877995.0	4331918.0	4503287.5	3580438.0	4254935.0	3720727.8	3794032.0	3290984.5	3941488.5	5391379.5	4023975.0	4019720.5	3670615.5	3823066.0	4955222.0	4877995.0	4331918.0	4503287.5	3580438.0	4254935.0	3720727.8	3794032.0	3290984.5	3941488.5	
sp|P17505|MDHM_YEAST	P17505	MDHM_YEAST	MDH1	334	25.40	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Malate dehydrogenase, mitochondrial -	1.0000	0.9990	7	27	27	27	4	1	3	1	1	1	1	1	0	3	4	1	3	1	2	4	1	3	1	1	1	1	1	0	3	4	1	3	1	2	4	1	3	1	1	1	1	1	0	3	4	1	3	1	2	733588.44	481458.9	475114.25	292096.1	0.0	0.0	697149.56	0.0	0.0	1141066.5	1964643.8	2470270.0	1868379.1	1589520.4	1217107.0	733588.44	481458.9	475114.25	292096.1	0.0	0.0	697149.56	0.0	0.0	1141066.5	1964643.8	2470270.0	1868379.1	1589520.4	1217107.0	733588.44	481458.9	475114.25	292096.1	0.0	0.0	697149.56	0.0	0.0	1141066.5	1964643.8	2470270.0	1868379.1	1589520.4	1217107.0	1125530.0	578402.5	575457.8	350910.75	2484016.0	319269.8	837523.25	0.0	0.0	1380983.5	2086921.8	2967668.2	1957399.1	1909576.2	1462176.1	1125530.0	578402.5	575457.8	350910.75	2484016.0	319269.8	837523.25	0.0	0.0	1380983.5	2086921.8	2967668.2	1957399.1	1909576.2	1462176.1	1125530.0	578402.5	575457.8	350910.75	2484016.0	319269.8	837523.25	0.0	0.0	1380983.5	2086921.8	2967668.2	1957399.1	1909576.2	1462176.1	
sp|P17536|TPM1_YEAST	P17536	TPM1_YEAST	TPM1	199	36.20	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Tropomyosin-1 -	1.0000	0.9990	7	44	44	44	2	2	4	3	2	2	2	3	3	2	5	5	3	3	3	2	2	4	3	2	2	2	3	3	2	5	5	3	3	3	2	2	4	3	2	2	2	3	3	2	5	5	3	3	3	3453800.0	2939648.2	2933931.2	3130301.0	2646497.0	2361805.0	1935281.8	2744496.2	2642576.0	1953195.5	4339994.0	2985290.5	3454767.5	4109063.5	5164309.0	3453800.0	2939648.2	2933931.2	3130301.0	2646497.0	2361805.0	1935281.8	2744496.2	2642576.0	1953195.5	4339994.0	2985290.5	3454767.5	4109063.5	5164309.0	3453800.0	2939648.2	2933931.2	3130301.0	2646497.0	2361805.0	1935281.8	2744496.2	2642576.0	1953195.5	4339994.0	2985290.5	3454767.5	4109063.5	5164309.0	1886465.4	1650882.1	1601574.9	1718219.9	1494007.6	1327337.8	2156111.5	1336916.2	1279279.2	2345145.5	2231532.2	1431354.9	1798085.6	2164113.2	2611638.5	1886465.4	1650882.1	1601574.9	1718219.9	1494007.6	1327337.8	2156111.5	1336916.2	1279279.2	2345145.5	2231532.2	1431354.9	1798085.6	2164113.2	2611638.5	1886465.4	1650882.1	1601574.9	1718219.9	1494007.6	1327337.8	2156111.5	1336916.2	1279279.2	2345145.5	2231532.2	1431354.9	1798085.6	2164113.2	2611638.5	
sp|P17555|CAP_YEAST	P17555	CAP_YEAST	SRV2	526	11.80	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Adenylyl cyclase-associated protein -	1.0000	0.9990	5	27	27	27	2	4	2	2	3	2	1	2	2	0	2	1	1	2	1	2	4	2	2	3	2	1	2	2	0	2	1	1	2	1	2	4	2	2	3	2	1	2	2	0	2	1	1	2	1	3712259.2	3434260.5	3062509.0	3112296.8	2779833.5	2764389.5	821905.44	2656542.2	2858063.8	0.0	1455154.9	1526608.0	1147516.5	2032900.8	2308386.5	3712259.2	3434260.5	3062509.0	3112296.8	2779833.5	2764389.5	821905.44	2656542.2	2858063.8	0.0	1455154.9	1526608.0	1147516.5	2032900.8	2308386.5	3712259.2	3434260.5	3062509.0	3112296.8	2779833.5	2764389.5	821905.44	2656542.2	2858063.8	0.0	1455154.9	1526608.0	1147516.5	2032900.8	2308386.5	2481420.8	2240929.0	2052664.8	2057582.8	1935663.1	1831649.2	864719.0	1767760.8	1914346.8	0.0	1487330.4	1606129.9	1207291.2	2088725.0	2428631.8	2481420.8	2240929.0	2052664.8	2057582.8	1935663.1	1831649.2	864719.0	1767760.8	1914346.8	0.0	1487330.4	1606129.9	1207291.2	2088725.0	2428631.8	2481420.8	2240929.0	2052664.8	2057582.8	1935663.1	1831649.2	864719.0	1767760.8	1914346.8	0.0	1487330.4	1606129.9	1207291.2	2088725.0	2428631.8	
sp|P17709|HXKG_YEAST	P17709	HXKG_YEAST	GLK1	500	7.60	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Glucokinase-1 -	1.0000	0.9990	3	16	16	16	1	1	1	1	1	1	0	1	1	1	1	1	1	2	2	1	1	1	1	1	1	0	1	1	1	1	1	1	2	2	1	1	1	1	1	1	0	1	1	1	1	1	1	2	2	541002.44	93246.78	0.0	114913.336	74733.88	0.0	0.0	0.0	141442.47	953634.2	588767.6	661982.25	669674.06	545249.3	448938.12	541002.44	93246.78	0.0	114913.336	74733.88	0.0	0.0	0.0	141442.47	953634.2	588767.6	661982.25	669674.06	545249.3	448938.12	541002.44	93246.78	0.0	114913.336	74733.88	0.0	0.0	0.0	141442.47	953634.2	588767.6	661982.25	669674.06	545249.3	448938.12	672870.7	115975.49	498606.9	142923.23	92950.12	0.0	0.0	0.0	175918.78	1186080.5	732278.5	823339.06	832905.75	678231.3	558423.0	672870.7	115975.49	498606.9	142923.23	92950.12	0.0	0.0	0.0	175918.78	1186080.5	732278.5	823339.06	832905.75	678231.3	558423.0	672870.7	115975.49	498606.9	142923.23	92950.12	0.0	0.0	0.0	175918.78	1186080.5	732278.5	823339.06	832905.75	678231.3	558423.0	
sp|P17891|CLC1_YEAST	P17891	CLC1_YEAST	CLC1	233	24.50	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Clathrin light chain -	1.0000	0.9990	4	22	22	22	1	2	0	2	2	1	1	1	2	2	2	1	1	2	2	1	2	0	2	2	1	1	1	2	2	2	1	1	2	2	1	2	0	2	2	1	1	1	2	2	2	1	1	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1669757.6	1199472.2	0.0	1092595.6	1157588.8	590200.75	1080811.6	1024402.06	551627.8	871853.4	826127.75	563588.56	904737.3	713494.06	571045.5	1669757.6	1199472.2	0.0	1092595.6	1157588.8	590200.75	1080811.6	1024402.06	551627.8	871853.4	826127.75	563588.56	904737.3	713494.06	571045.5	1669757.6	1199472.2	0.0	1092595.6	1157588.8	590200.75	1080811.6	1024402.06	551627.8	871853.4	826127.75	563588.56	904737.3	713494.06	571045.5	
sp|P17967|PDI_YEAST	P17967	PDI_YEAST	PDI1	522	21.30	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Protein disulfide-isomerase -	1.0000	0.9990	13	77	77	77	3	6	5	2	3	5	1	6	5	6	10	7	4	8	6	3	6	5	2	3	5	1	6	5	6	10	7	4	8	6	3	6	5	2	3	5	1	6	5	6	10	7	4	8	6	7666216.5	1298357.9	9900973.0	1381322.1	1.024923E7	7520937.0	8890915.0	9592308.0	8878626.0	1379400.8	1199655.5	1502957.6	1773834.8	1.020779E7	7036745.5	7666216.5	1298357.9	9900973.0	1381322.1	1.024923E7	7520937.0	8890915.0	9592308.0	8878626.0	1379400.8	1199655.5	1502957.6	1773834.8	1.020779E7	7036745.5	7666216.5	1298357.9	9900973.0	1381322.1	1.024923E7	7520937.0	8890915.0	9592308.0	8878626.0	1379400.8	1199655.5	1502957.6	1773834.8	1.020779E7	7036745.5	7189721.5	8751846.0	1.0086963E7	9395624.0	7579035.0	7353266.0	8638116.0	8201334.5	7185402.5	9759451.0	8388080.0	7798494.0	1.1491919E7	9234157.0	5365003.0	7189721.5	8751846.0	1.0086963E7	9395624.0	7579035.0	7353266.0	8638116.0	8201334.5	7185402.5	9759451.0	8388080.0	7798494.0	1.1491919E7	9234157.0	5365003.0	7189721.5	8751846.0	1.0086963E7	9395624.0	7579035.0	7353266.0	8638116.0	8201334.5	7185402.5	9759451.0	8388080.0	7798494.0	1.1491919E7	9234157.0	5365003.0	
sp|P18238|ADT3_YEAST	P18238	ADT3_YEAST	AAC3	307	12.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	ADP,ATP carrier protein 3 -	1.0000	0.9990	4	20	20	36	1	1	2	0	1	1	0	2	1	2	1	2	2	2	2	1	1	2	0	1	1	0	2	1	2	1	2	2	2	2	1	4	4	1	3	3	1	4	2	2	2	2	2	3	2	1.1517658E7	722428.6	7407484.5	0.0	638493.8	1.0220889E7	0.0	1.1436585E7	1.0141494E7	1.2115892E7	5573169.0	1.1696556E7	9396260.0	9359048.0	1.2498499E7	1.1517658E7	722428.6	7407484.5	0.0	638493.8	1.0220889E7	0.0	1.1436585E7	1.0141494E7	1.2115892E7	5573169.0	1.1696556E7	9396260.0	9359048.0	1.2498499E7	1.1517658E7	722428.6	7407484.5	0.0	638493.8	1.0220889E7	0.0	1.1436585E7	1.0141494E7	1.2115892E7	5573169.0	1.1696556E7	9396260.0	9359048.0	1.2498499E7	1.6975466E7	1571628.6	2936531.0	0.0	1389030.1	1.5064204E7	0.0	5029587.0	2652484.8	1.0896572E7	1.2124314E7	1.0445857E7	4028985.2	8182419.0	1.081813E7	1.6975466E7	1571628.6	2936531.0	0.0	1389030.1	1.5064204E7	0.0	5029587.0	2652484.8	1.0896572E7	1.2124314E7	1.0445857E7	4028985.2	8182419.0	1.081813E7	2.8129538E7	3895564.5	5992024.0	7926370.5	4048013.0	1.6241442E7	0.0	8793072.0	4919287.0	1.9066998E7	1.5505756E7	1.8278328E7	7049983.5	1.1531952E7	1.8929738E7	
sp|P18239|ADT2_YEAST	P18239	ADT2_YEAST	PET9	318	24.50	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	ADP,ATP carrier protein 2 -	1.0000	0.9990	7	41	25	41	2	7	4	1	2	4	1	6	3	1	3	0	3	2	2	2	4	2	0	0	2	0	4	2	1	2	0	3	1	2	2	7	4	1	2	4	1	6	3	1	3	0	3	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7698337.0	9640466.0	965761.06	0.0	0.0	729739.25	0.0	1.417436E7	1401610.9	5308712.0	1.294075E7	7466767.0	5508228.5	2687964.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7337762.0	7759198.5	4999136.5	9451906.0	1.0231022E7	6828320.5	0.0	1.1340944E7	6211195.0	5783745.0	1.1534734E7	8134906.5	7477527.0	1.0871791E7	4.7618388E7	4393189.0	3969347.0	1931071.4	0.0	0.0	1895912.4	0.0	7290133.0	3641480.8	3462784.2	8028139.0	4870447.5	4196562.5	6983515.5	2.4689464E7	7337762.0	7759198.5	4999136.5	9451906.0	1.0231022E7	6828320.5	0.0	1.1340944E7	6211195.0	5783745.0	1.1534734E7	8134906.5	7477527.0	1.0871791E7	4.7618388E7	
sp|P18562|UPP_YEAST	P18562	UPP_YEAST	FUR1	216	35.20	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Uracil phosphoribosyltransferase -	1.0000	0.9990	7	35	35	35	2	2	3	3	2	3	1	3	1	2	4	2	2	2	3	2	2	3	3	2	3	1	3	1	2	4	2	2	2	3	2	2	3	3	2	3	1	3	1	2	4	2	2	2	3	1.038727E7	9401047.0	1.1560562E7	1.038672E7	0.0	9965984.0	334966.53	1.1305565E7	0.0	1711542.2	9318249.0	0.0	5598042.0	7558688.0	1.0487597E7	1.038727E7	9401047.0	1.1560562E7	1.038672E7	0.0	9965984.0	334966.53	1.1305565E7	0.0	1711542.2	9318249.0	0.0	5598042.0	7558688.0	1.0487597E7	1.038727E7	9401047.0	1.1560562E7	1.038672E7	0.0	9965984.0	334966.53	1.1305565E7	0.0	1711542.2	9318249.0	0.0	5598042.0	7558688.0	1.0487597E7	7893727.0	9356277.0	9879624.0	9650880.0	1.2980552E7	9138520.0	299482.34	1.0064622E7	8060518.0	2017317.5	7481317.0	5630639.0	5005021.5	6446360.0	8649753.0	7893727.0	9356277.0	9879624.0	9650880.0	1.2980552E7	9138520.0	299482.34	1.0064622E7	8060518.0	2017317.5	7481317.0	5630639.0	5005021.5	6446360.0	8649753.0	7893727.0	9356277.0	9879624.0	9650880.0	1.2980552E7	9138520.0	299482.34	1.0064622E7	8060518.0	2017317.5	7481317.0	5630639.0	5005021.5	6446360.0	8649753.0	
sp|P18759|SEC18_YEAST	P18759	SEC18_YEAST	SEC18	758	19.80	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Vesicular-fusion protein SEC18 -	1.0000	0.9990	7	41	41	41	2	3	3	4	2	3	4	2	2	4	3	3	2	2	2	2	3	3	4	2	3	4	2	2	4	3	3	2	2	2	2	3	3	4	2	3	4	2	2	4	3	3	2	2	2	948373.4	1930296.5	1564404.9	1309967.8	1624375.0	1070406.6	2427392.5	681941.44	1266249.0	2689454.0	1236231.0	1813185.4	1443612.4	1070248.2	1253385.5	948373.4	1930296.5	1564404.9	1309967.8	1624375.0	1070406.6	2427392.5	681941.44	1266249.0	2689454.0	1236231.0	1813185.4	1443612.4	1070248.2	1253385.5	948373.4	1930296.5	1564404.9	1309967.8	1624375.0	1070406.6	2427392.5	681941.44	1266249.0	2689454.0	1236231.0	1813185.4	1443612.4	1070248.2	1253385.5	1380634.5	1088130.6	849501.56	445251.62	983070.5	570306.9	1255506.0	897469.25	672087.1	1614440.2	1451465.2	2366305.0	1899822.4	1321543.5	1593160.6	1380634.5	1088130.6	849501.56	445251.62	983070.5	570306.9	1255506.0	897469.25	672087.1	1614440.2	1451465.2	2366305.0	1899822.4	1321543.5	1593160.6	1380634.5	1088130.6	849501.56	445251.62	983070.5	570306.9	1255506.0	897469.25	672087.1	1614440.2	1451465.2	2366305.0	1899822.4	1321543.5	1593160.6	
sp|P18899|DDR48_YEAST	P18899	DDR48_YEAST	DDR48	430	2.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Stress protein DDR48 -	1.0000	0.9990	1	8	8	8	0	1	1	1	1	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	0	1	1	0	1	1	0	0	0	0	1	1	1	1	0	0	1	1	0	1	1	0	0	0	0.0	1397428.8	839366.7	1254791.6	1075051.9	0.0	0.0	1339283.5	993801.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1397428.8	839366.7	1254791.6	1075051.9	0.0	0.0	1339283.5	993801.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1397428.8	839366.7	1254791.6	1075051.9	0.0	0.0	1339283.5	993801.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1397428.8	839366.7	1254791.6	1075051.9	0.0	0.0	1339283.5	993801.44	0.0	1181514.4	1220613.2	0.0	0.0	0.0	0.0	1397428.8	839366.7	1254791.6	1075051.9	0.0	0.0	1339283.5	993801.44	0.0	1181514.4	1220613.2	0.0	0.0	0.0	0.0	1397428.8	839366.7	1254791.6	1075051.9	0.0	0.0	1339283.5	993801.44	0.0	1181514.4	1220613.2	0.0	0.0	0.0	
