Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A_1 Spectral Count	A_2 Spectral Count	A_3 Spectral Count	B_1 Spectral Count	B_2 Spectral Count	B_3 Spectral Count	C_1 Spectral Count	C_2 Spectral Count	C_3 Spectral Count	D_1 Spectral Count	D_2 Spectral Count	D_3 Spectral Count	E_1 Spectral Count	E_2 Spectral Count	E_3 Spectral Count	A_1 Unique Spectral Count	A_2 Unique Spectral Count	A_3 Unique Spectral Count	B_1 Unique Spectral Count	B_2 Unique Spectral Count	B_3 Unique Spectral Count	C_1 Unique Spectral Count	C_2 Unique Spectral Count	C_3 Unique Spectral Count	D_1 Unique Spectral Count	D_2 Unique Spectral Count	D_3 Unique Spectral Count	E_1 Unique Spectral Count	E_2 Unique Spectral Count	E_3 Unique Spectral Count	A_1 Total Spectral Count	A_2 Total Spectral Count	A_3 Total Spectral Count	B_1 Total Spectral Count	B_2 Total Spectral Count	B_3 Total Spectral Count	C_1 Total Spectral Count	C_2 Total Spectral Count	C_3 Total Spectral Count	D_1 Total Spectral Count	D_2 Total Spectral Count	D_3 Total Spectral Count	E_1 Total Spectral Count	E_2 Total Spectral Count	E_3 Total Spectral Count	A_1 Intensity	A_2 Intensity	A_3 Intensity	B_1 Intensity	B_2 Intensity	B_3 Intensity	C_1 Intensity	C_2 Intensity	C_3 Intensity	D_1 Intensity	D_2 Intensity	D_3 Intensity	E_1 Intensity	E_2 Intensity	E_3 Intensity	A_1 Unique Intensity	A_2 Unique Intensity	A_3 Unique Intensity	B_1 Unique Intensity	B_2 Unique Intensity	B_3 Unique Intensity	C_1 Unique Intensity	C_2 Unique Intensity	C_3 Unique Intensity	D_1 Unique Intensity	D_2 Unique Intensity	D_3 Unique Intensity	E_1 Unique Intensity	E_2 Unique Intensity	E_3 Unique Intensity	A_1 Total Intensity	A_2 Total Intensity	A_3 Total Intensity	B_1 Total Intensity	B_2 Total Intensity	B_3 Total Intensity	C_1 Total Intensity	C_2 Total Intensity	C_3 Total Intensity	D_1 Total Intensity	D_2 Total Intensity	D_3 Total Intensity	E_1 Total Intensity	E_2 Total Intensity	E_3 Total Intensity	A_1 MaxLFQ Intensity	A_2 MaxLFQ Intensity	A_3 MaxLFQ Intensity	B_1 MaxLFQ Intensity	B_2 MaxLFQ Intensity	B_3 MaxLFQ Intensity	C_1 MaxLFQ Intensity	C_2 MaxLFQ Intensity	C_3 MaxLFQ Intensity	D_1 MaxLFQ Intensity	D_2 MaxLFQ Intensity	D_3 MaxLFQ Intensity	E_1 MaxLFQ Intensity	E_2 MaxLFQ Intensity	E_3 MaxLFQ Intensity	A_1 MaxLFQ Unique Intensity	A_2 MaxLFQ Unique Intensity	A_3 MaxLFQ Unique Intensity	B_1 MaxLFQ Unique Intensity	B_2 MaxLFQ Unique Intensity	B_3 MaxLFQ Unique Intensity	C_1 MaxLFQ Unique Intensity	C_2 MaxLFQ Unique Intensity	C_3 MaxLFQ Unique Intensity	D_1 MaxLFQ Unique Intensity	D_2 MaxLFQ Unique Intensity	D_3 MaxLFQ Unique Intensity	E_1 MaxLFQ Unique Intensity	E_2 MaxLFQ Unique Intensity	E_3 MaxLFQ Unique Intensity	A_1 MaxLFQ Total Intensity	A_2 MaxLFQ Total Intensity	A_3 MaxLFQ Total Intensity	B_1 MaxLFQ Total Intensity	B_2 MaxLFQ Total Intensity	B_3 MaxLFQ Total Intensity	C_1 MaxLFQ Total Intensity	C_2 MaxLFQ Total Intensity	C_3 MaxLFQ Total Intensity	D_1 MaxLFQ Total Intensity	D_2 MaxLFQ Total Intensity	D_3 MaxLFQ Total Intensity	E_1 MaxLFQ Total Intensity	E_2 MaxLFQ Total Intensity	E_3 MaxLFQ Total Intensity	Indistinguishable Proteins
sp|P01127|PDGFB_HUMAN	P01127	PDGFB_HUMAN	PDGFB	241	33.20	Homo sapiens	1:Experimental evidence at protein level	Platelet-derived growth factor subunit B	1.0000	0.9990	10	64	64	64	0	0	0	2	0	3	4	5	3	6	5	7	12	9	8	0	0	0	2	0	3	4	5	3	6	5	7	12	9	8	0	0	0	2	0	3	4	5	3	6	5	7	12	9	8	395096.8	974101.56	659384.75	3339237.5	3620667.5	5259798.5	1.4728762E7	1.8066452E7	1.2882779E7	4.9222048E7	4.7364584E7	4.5177792E7	1.57205904E8	1.252256E8	1.5015888E8	395096.8	974101.56	659384.75	3339237.5	3620667.5	5259798.5	1.4728762E7	1.8066452E7	1.2882779E7	4.9222048E7	4.7364584E7	4.5177792E7	1.57205904E8	1.252256E8	1.5015888E8	395096.8	974101.56	659384.75	3339237.5	3620667.5	5259798.5	1.4728762E7	1.8066452E7	1.2882779E7	4.9222048E7	4.7364584E7	4.5177792E7	1.57205904E8	1.252256E8	1.5015888E8	586260.6	977216.2	661493.06	2206712.2	2230948.8	2394035.5	7553415.5	8160884.0	7534094.0	2.5745474E7	2.6751416E7	2.5247296E7	8.9138536E7	7.9649272E7	8.8757272E7	586260.6	977216.2	661493.06	2206712.2	2230948.8	2394035.5	7553415.5	8160884.0	7534094.0	2.5745474E7	2.6751416E7	2.5247296E7	8.9138536E7	7.9649272E7	8.8757272E7	586260.6	977216.2	661493.06	2206712.2	2230948.8	2394035.5	7553415.5	8160884.0	7534094.0	2.5745474E7	2.6751416E7	2.5247296E7	8.9138536E7	7.9649272E7	8.8757272E7	
sp|P01344|IGF2_HUMAN	P01344	IGF2_HUMAN	IGF2	180	24.40	Homo sapiens	1:Experimental evidence at protein level	Insulin-like growth factor II	1.0000	0.9990	4	29	29	29	0	0	0	1	0	0	2	3	2	5	3	2	3	4	4	0	0	0	1	0	0	2	3	2	5	3	2	3	4	4	0	0	0	1	0	0	2	3	2	5	3	2	3	4	4	1096453.8	753216.56	825932.0	4132561.5	3228484.2	3435924.5	1.3607542E7	1.0407086E7	1.1484307E7	4.4294792E7	3.887394E7	4.2175328E7	1.51635616E8	9.7829808E7	1.37093504E8	1096453.8	753216.56	825932.0	4132561.5	3228484.2	3435924.5	1.3607542E7	1.0407086E7	1.1484307E7	4.4294792E7	3.887394E7	4.2175328E7	1.51635616E8	9.7829808E7	1.37093504E8	1096453.8	753216.56	825932.0	4132561.5	3228484.2	3435924.5	1.3607542E7	1.0407086E7	1.1484307E7	4.4294792E7	3.887394E7	4.2175328E7	1.51635616E8	9.7829808E7	1.37093504E8	780471.8	753216.56	825932.0	2410492.5	2137347.0	2008965.9	7957727.0	7317276.0	7219320.5	2.5958374E7	2.565829E7	2.5791056E7	9.6657792E7	7.1473856E7	8.3914224E7	780471.8	753216.56	825932.0	2410492.5	2137347.0	2008965.9	7957727.0	7317276.0	7219320.5	2.5958374E7	2.565829E7	2.5791056E7	9.6657792E7	7.1473856E7	8.3914224E7	780471.8	753216.56	825932.0	2410492.5	2137347.0	2008965.9	7957727.0	7317276.0	7219320.5	2.5958374E7	2.565829E7	2.5791056E7	9.6657792E7	7.1473856E7	8.3914224E7	
sp|P01375|TNFA_HUMAN	P01375	TNFA_HUMAN	TNF	233	33.00	Homo sapiens	1:Experimental evidence at protein level	Tumor necrosis factor	1.0000	0.9990	5	19	19	19	0	0	0	1	0	0	1	0	0	2	1	1	4	2	7	0	0	0	1	0	0	1	0	0	2	1	1	4	2	7	0	0	0	1	0	0	1	0	0	2	1	1	4	2	7	210879.6	186507.88	147845.1	584313.56	998865.7	1267803.6	2873168.0	2263571.5	2655578.0	8843073.0	7153998.0	8993982.0	2.8854264E7	1.7781892E7	1.955723E7	210879.6	186507.88	147845.1	584313.56	998865.7	1267803.6	2873168.0	2263571.5	2655578.0	8843073.0	7153998.0	8993982.0	2.8854264E7	1.7781892E7	1.955723E7	210879.6	186507.88	147845.1	584313.56	998865.7	1267803.6	2873168.0	2263571.5	2655578.0	8843073.0	7153998.0	8993982.0	2.8854264E7	1.7781892E7	1.955723E7	210879.6	186507.88	147845.1	584313.56	669808.4	858864.0	1945137.2	1510691.6	1791372.1	5696112.5	5005240.0	5682632.5	1.7714104E7	1.2412943E7	1.3722392E7	210879.6	186507.88	147845.1	584313.56	669808.4	858864.0	1945137.2	1510691.6	1791372.1	5696112.5	5005240.0	5682632.5	1.7714104E7	1.2412943E7	1.3722392E7	210879.6	186507.88	147845.1	584313.56	669808.4	858864.0	1945137.2	1510691.6	1791372.1	5696112.5	5005240.0	5682632.5	1.7714104E7	1.2412943E7	1.3722392E7	
sp|P02144|MYG_HUMAN	P02144	MYG_HUMAN	MB	154	61.00	Homo sapiens	1:Experimental evidence at protein level	Myoglobin	1.0000	0.9990	10	79	76	79	0	0	0	1	0	1	4	2	3	12	7	7	16	10	16	0	0	0	1	0	1	4	2	3	12	7	7	14	10	15	0	0	0	1	0	1	4	2	3	12	7	7	16	10	16	468045.1	534044.94	335966.6	1202757.4	1627717.9	1418746.6	4941411.5	7656844.0	7163107.5	2.1983238E7	3.0857236E7	3.2650618E7	1.0218144E8	9.338928E7	1.2125264E8	468045.1	534044.94	335966.6	1202757.4	1627717.9	1418746.6	4941411.5	7656844.0	7163107.5	2.1983238E7	3.0857236E7	3.2650618E7	1.0218144E8	9.338928E7	1.2125264E8	468045.1	534044.94	335966.6	1202757.4	1627717.9	1418746.6	4941411.5	7656844.0	7163107.5	2.1983238E7	3.0857236E7	3.2650618E7	1.0218144E8	9.338928E7	1.2125264E8	468045.1	534044.94	335966.6	1423405.5	1627717.9	832883.94	4795221.0	6355117.0	5645898.0	1.7515072E7	1.9464458E7	1.9516474E7	6.5794452E7	5.7414244E7	6.0678336E7	468045.1	534044.94	335966.6	1423405.5	1627717.9	832883.94	4666811.0	6355117.0	5645898.0	1.7506812E7	1.980067E7	1.9263314E7	6.6561432E7	5.7414244E7	6.1408192E7	468045.1	534044.94	335966.6	1423405.5	1627717.9	832883.94	4795221.0	6355117.0	5645898.0	1.7515072E7	1.9464458E7	1.9516474E7	6.5794452E7	5.7414244E7	6.0678336E7	
sp|P02294|H2B2_YEAST	P02294	H2B2_YEAST	HTB2	131	64.90	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Histone H2B.2 -	1.0000	0.9989	7	81	2	81	8	4	7	6	4	5	9	5	3	4	5	6	7	3	5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	8	4	7	6	4	5	9	5	3	4	5	6	7	3	5	6.745204E7	6.0038608E7	5.4919752E7	6.4798764E7	5.5246768E7	5.719468E7	6.5985356E7	5.4482796E7	5.4385468E7	6.599354E7	5.1490812E7	5.8345996E7	6.207866E7	3.829232E7	5.6084256E7	889120.5	819097.4	894356.9	985163.4	748861.75	949762.06	1071887.5	0.0	956198.6	1017165.0	745825.06	999624.9	998615.56	528265.7	760131.7	6.745204E7	6.0038608E7	5.4919752E7	6.4798764E7	5.5246768E7	5.719468E7	6.5985356E7	5.4482796E7	5.4385468E7	6.599354E7	5.1490812E7	5.8345996E7	6.207866E7	3.829232E7	5.6084256E7	4.4504608E7	3.894828E7	3.9066792E7	4.5373784E7	3.6225824E7	3.8949528E7	4.8142696E7	3.9473792E7	3.8916852E7	4.5688508E7	3.6001216E7	4.15135E7	4.6012804E7	2.7085102E7	3.7246788E7	889120.5	819097.4	894356.9	985163.4	748861.75	949762.06	1071887.5	0.0	956198.6	1017165.0	745825.06	999624.9	998615.56	528265.7	760131.7	4.4504608E7	3.894828E7	3.9066792E7	4.5373784E7	3.6225824E7	3.8949528E7	4.8142696E7	3.9473792E7	3.8916852E7	4.5688508E7	3.6001216E7	4.15135E7	4.6012804E7	2.7085102E7	3.7246788E7	
sp|P02309|H4_YEAST	P02309	H4_YEAST	HHF1	103	45.60	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Histone H4 -	1.0000	0.9990	3	34	34	34	2	1	2	2	1	2	3	1	2	3	2	3	4	2	4	2	1	2	2	1	2	3	1	2	3	2	3	4	2	4	2	1	2	2	1	2	3	1	2	3	2	3	4	2	4	3.094467E7	2.4064586E7	2.4310046E7	2.9997394E7	2.7002178E7	2.4448592E7	2.9572988E7	2.352512E7	2.4972316E7	2.8305074E7	2.6123998E7	2.9644344E7	3.0261408E7	1.802311E7	2.6409728E7	3.094467E7	2.4064586E7	2.4310046E7	2.9997394E7	2.7002178E7	2.4448592E7	2.9572988E7	2.352512E7	2.4972316E7	2.8305074E7	2.6123998E7	2.9644344E7	3.0261408E7	1.802311E7	2.6409728E7	3.094467E7	2.4064586E7	2.4310046E7	2.9997394E7	2.7002178E7	2.4448592E7	2.9572988E7	2.352512E7	2.4972316E7	2.8305074E7	2.6123998E7	2.9644344E7	3.0261408E7	1.802311E7	2.6409728E7	2.144786E7	1.9030122E7	1.9034066E7	1.7849648E7	1.977999E7	1.6373311E7	2.0578062E7	1.854278E7	1.849981E7	1.873008E7	1.8767412E7	2.1722736E7	2.3483332E7	1.5084992E7	1.8222396E7	2.144786E7	1.9030122E7	1.9034066E7	1.7849648E7	1.977999E7	1.6373311E7	2.0578062E7	1.854278E7	1.849981E7	1.873008E7	1.8767412E7	2.1722736E7	2.3483332E7	1.5084992E7	1.8222396E7	2.144786E7	1.9030122E7	1.9034066E7	1.7849648E7	1.977999E7	1.6373311E7	2.0578062E7	1.854278E7	1.849981E7	1.873008E7	1.8767412E7	2.1722736E7	2.3483332E7	1.5084992E7	1.8222396E7	
sp|P02400|RLA4_YEAST	P02400	RLA4_YEAST	RPP2B	110	54.50	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	60S acidic ribosomal protein P2-beta -	1.0000	0.9990	4	87	87	87	7	6	6	5	5	4	6	6	6	6	6	6	6	6	6	7	6	6	5	5	4	6	6	6	6	6	6	6	6	6	7	6	6	5	5	4	6	6	6	6	6	6	6	6	6	8.8380232E7	9.661608E7	1.06503296E8	8.4734072E7	1.11533648E8	1.07785976E8	8.1253864E7	1.57238448E8	1.11674424E8	1.0524808E8	1.19533256E8	1.0637116E8	1.01911312E8	1.32309312E8	1.17712144E8	8.8380232E7	9.661608E7	1.06503296E8	8.4734072E7	1.11533648E8	1.07785976E8	8.1253864E7	1.57238448E8	1.11674424E8	1.0524808E8	1.19533256E8	1.0637116E8	1.01911312E8	1.32309312E8	1.17712144E8	8.8380232E7	9.661608E7	1.06503296E8	8.4734072E7	1.11533648E8	1.07785976E8	8.1253864E7	1.57238448E8	1.11674424E8	1.0524808E8	1.19533256E8	1.0637116E8	1.01911312E8	1.32309312E8	1.17712144E8	5.2133968E7	5.100532E7	5.4565764E7	4.9230572E7	5.4513744E7	5.403602E7	4.6019496E7	6.871848E7	6.1149828E7	6.1683184E7	6.1098336E7	6.4462104E7	5.6694936E7	5.8996768E7	6.1161048E7	5.2133968E7	5.100532E7	5.4565764E7	4.9230572E7	5.4513744E7	5.403602E7	4.6019496E7	6.871848E7	6.1149828E7	6.1683184E7	6.1098336E7	6.4462104E7	5.6694936E7	5.8996768E7	6.1161048E7	5.2133968E7	5.100532E7	5.4565764E7	4.9230572E7	5.4513744E7	5.403602E7	4.6019496E7	6.871848E7	6.1149828E7	6.1683184E7	6.1098336E7	6.4462104E7	5.6694936E7	5.8996768E7	6.1161048E7	
sp|P02406|RL28_YEAST	P02406	RL28_YEAST	RPL28	149	40.30	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	60S ribosomal protein L28 -	1.0000	0.9990	5	94	94	94	7	5	6	8	6	7	7	5	7	6	6	7	5	5	7	7	5	6	8	6	7	7	5	7	6	6	7	5	5	7	7	5	6	8	6	7	7	5	7	6	6	7	5	5	7	1.14219008E8	1.1944824E8	1.29528992E8	1.07785648E8	1.24188176E8	1.16729504E8	1.04292672E8	1.29072984E8	1.13077496E8	9.2179776E7	1.09791064E8	1.07604304E8	8.3443872E7	1.00906416E8	1.03177112E8	1.14219008E8	1.1944824E8	1.29528992E8	1.07785648E8	1.24188176E8	1.16729504E8	1.04292672E8	1.29072984E8	1.13077496E8	9.2179776E7	1.09791064E8	1.07604304E8	8.3443872E7	1.00906416E8	1.03177112E8	1.14219008E8	1.1944824E8	1.29528992E8	1.07785648E8	1.24188176E8	1.16729504E8	1.04292672E8	1.29072984E8	1.13077496E8	9.2179776E7	1.09791064E8	1.07604304E8	8.3443872E7	1.00906416E8	1.03177112E8	7.1170544E7	7.4971112E7	6.2343504E7	6.6303632E7	6.1929196E7	6.7176816E7	6.696164E7	6.4404712E7	7.1600352E7	7.176088E7	6.7773016E7	7.2591312E7	7.0857992E7	5.2364716E7	7.1783608E7	7.1170544E7	7.4971112E7	6.2343504E7	6.6303632E7	6.1929196E7	6.7176816E7	6.696164E7	6.4404712E7	7.1600352E7	7.176088E7	6.7773016E7	7.2591312E7	7.0857992E7	5.2364716E7	7.1783608E7	7.1170544E7	7.4971112E7	6.2343504E7	6.6303632E7	6.1929196E7	6.7176816E7	6.696164E7	6.4404712E7	7.1600352E7	7.176088E7	6.7773016E7	7.2591312E7	7.0857992E7	5.2364716E7	7.1783608E7	
sp|P02407|RS17A_YEAST	P02407	RS17A_YEAST	RPS17A	136	64.00	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	40S ribosomal protein S17-A -	1.0000	0.9990	11	140	0	140	12	9	8	11	9	8	9	11	9	10	9	10	10	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	9	8	11	9	8	9	11	9	10	9	10	10	7	8	8.5847488E7	1.10803728E8	1.23518216E8	8.0789584E7	9.6599816E7	1.13381824E8	8.05382E7	1.36136928E8	1.17902192E8	9.2068512E7	1.25377568E8	1.09512384E8	7.8523536E7	1.35545248E8	1.16836336E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.5847488E7	1.10803728E8	1.23518216E8	8.0789584E7	9.6599816E7	1.13381824E8	8.05382E7	1.36136928E8	1.17902192E8	9.2068512E7	1.25377568E8	1.09512384E8	7.8523536E7	1.35545248E8	1.16836336E8	4.9616664E7	5.7272888E7	5.6078152E7	4.8950628E7	5.4451668E7	5.3632832E7	4.9845972E7	6.3074872E7	5.974734E7	5.6322748E7	6.3009968E7	5.9007348E7	6.0335224E7	5.6657124E7	5.9458068E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9616664E7	5.7272888E7	5.6078152E7	4.8950628E7	5.4451668E7	5.3632832E7	4.9845972E7	6.3074872E7	5.974734E7	5.6322748E7	6.3009968E7	5.9007348E7	6.0335224E7	5.6657124E7	5.9458068E7	sp|P14127|RS17B_YEAST
sp|P02557|TBB_YEAST	P02557	TBB_YEAST	TUB2	457	19.30	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Tubulin beta chain -	1.0000	0.9990	7	34	34	34	3	1	2	3	1	1	3	2	2	2	0	4	3	2	5	3	1	2	3	1	1	3	2	2	2	0	4	3	2	5	3	1	2	3	1	1	3	2	2	2	0	4	3	2	5	3433651.0	4088119.2	3784734.5	3403353.2	3682802.5	4496851.5	3509638.0	3045591.5	4946864.0	4028523.2	3907651.5	4003064.5	3762891.2	3988483.0	5141037.0	3433651.0	4088119.2	3784734.5	3403353.2	3682802.5	4496851.5	3509638.0	3045591.5	4946864.0	4028523.2	3907651.5	4003064.5	3762891.2	3988483.0	5141037.0	3433651.0	4088119.2	3784734.5	3403353.2	3682802.5	4496851.5	3509638.0	3045591.5	4946864.0	4028523.2	3907651.5	4003064.5	3762891.2	3988483.0	5141037.0	1783796.9	2116696.2	1935189.4	1655898.4	1700181.1	2127405.8	1796881.8	2097290.8	2394638.2	1970404.0	2026550.9	2005818.2	1907432.4	2121018.2	2674114.0	1783796.9	2116696.2	1935189.4	1655898.4	1700181.1	2127405.8	1796881.8	2097290.8	2394638.2	1970404.0	2026550.9	2005818.2	1907432.4	2121018.2	2674114.0	1783796.9	2116696.2	1935189.4	1655898.4	1700181.1	2127405.8	1796881.8	2097290.8	2394638.2	1970404.0	2026550.9	2005818.2	1907432.4	2121018.2	2674114.0	
sp|P02741|CRP_HUMAN	P02741	CRP_HUMAN	CRP	224	28.60	Homo sapiens	1:Experimental evidence at protein level	C-reactive protein	1.0000	0.9990	4	22	22	22	0	0	0	0	0	0	0	0	0	2	1	3	4	6	6	0	0	0	0	0	0	0	0	0	2	1	3	4	6	6	0	0	0	0	0	0	0	0	0	2	1	3	4	6	6	0.0	0.0	0.0	0.0	0.0	0.0	712409.75	216133.56	185741.1	3621648.5	2227551.5	2953090.5	1.2702868E7	7693985.0	1.2406776E7	0.0	0.0	0.0	0.0	0.0	0.0	712409.75	216133.56	185741.1	3621648.5	2227551.5	2953090.5	1.2702868E7	7693985.0	1.2406776E7	0.0	0.0	0.0	0.0	0.0	0.0	712409.75	216133.56	185741.1	3621648.5	2227551.5	2953090.5	1.2702868E7	7693985.0	1.2406776E7	0.0	0.0	0.0	0.0	0.0	0.0	559695.94	472956.0	406449.44	1244490.4	1195528.6	1181616.2	4736515.5	3768256.0	5075858.0	0.0	0.0	0.0	0.0	0.0	0.0	559695.94	472956.0	406449.44	1244490.4	1195528.6	1181616.2	4736515.5	3768256.0	5075858.0	0.0	0.0	0.0	0.0	0.0	0.0	559695.94	472956.0	406449.44	1244490.4	1195528.6	1181616.2	4736515.5	3768256.0	5075858.0	
sp|P02753|RET4_HUMAN	P02753	RET4_HUMAN	RBP4	201	40.30	Homo sapiens	1:Experimental evidence at protein level	Retinol-binding protein 4	1.0000	0.9990	10	74	74	74	2	0	0	1	0	2	9	3	4	7	5	7	12	12	10	2	0	0	1	0	2	9	3	4	7	5	7	12	12	10	2	0	0	1	0	2	9	3	4	7	5	7	12	12	10	2059640.2	190759.73	928609.25	4204888.0	2527010.0	2665047.5	1.1012174E7	5701251.5	1.2070535E7	3.9656068E7	3.5328088E7	4.2772372E7	7.2329056E7	9.8599888E7	1.4479344E8	2059640.2	190759.73	928609.25	4204888.0	2527010.0	2665047.5	1.1012174E7	5701251.5	1.2070535E7	3.9656068E7	3.5328088E7	4.2772372E7	7.2329056E7	9.8599888E7	1.4479344E8	2059640.2	190759.73	928609.25	4204888.0	2527010.0	2665047.5	1.1012174E7	5701251.5	1.2070535E7	3.9656068E7	3.5328088E7	4.2772372E7	7.2329056E7	9.8599888E7	1.4479344E8	1429903.9	483768.72	583122.56	2319324.5	1351346.8	1317810.6	5256016.0	4482256.0	5195158.0	1.6976812E7	1.5766111E7	1.6761827E7	3.9345728E7	4.4356804E7	5.8167016E7	1429903.9	483768.72	583122.56	2319324.5	1351346.8	1317810.6	5256016.0	4482256.0	5195158.0	1.6976812E7	1.5766111E7	1.6761827E7	3.9345728E7	4.4356804E7	5.8167016E7	1429903.9	483768.72	583122.56	2319324.5	1351346.8	1317810.6	5256016.0	4482256.0	5195158.0	1.6976812E7	1.5766111E7	1.6761827E7	3.9345728E7	4.4356804E7	5.8167016E7	
sp|P02768|ALBU_HUMAN	P02768	ALBU_HUMAN	ALB	609	37.60	Homo sapiens	1:Experimental evidence at protein level	Serum albumin	1.0000	0.9990	16	53	45	53	0	0	0	0	0	0	1	2	1	5	4	5	12	10	13	0	0	0	0	0	0	0	1	1	4	4	5	10	9	11	0	0	0	0	0	0	1	2	1	5	4	5	12	10	13	309674.3	815935.75	261013.12	610743.75	432052.5	955744.94	1771549.2	1680053.4	2100731.0	4620862.0	6444134.0	5838976.0	1.6369829E7	1.5891588E7	1.703469E7	213208.16	409130.06	0.0	714398.5	0.0	459274.7	1707657.2	1236530.4	1808346.2	3901390.0	5220340.5	4562587.0	1.347212E7	1.1495675E7	1.287567E7	309674.3	815935.75	261013.12	610743.75	432052.5	955744.94	1771549.2	1680053.4	2100731.0	4620862.0	6444134.0	5838976.0	1.6369829E7	1.5891588E7	1.703469E7	347727.16	479009.84	267432.72	404189.28	442678.78	419378.88	738531.94	721285.5	890919.6	2199145.2	2433263.2	2365168.2	7095393.5	6493368.0	7122102.5	379149.7	438220.94	0.0	403134.97	0.0	247776.83	598700.44	541181.7	711025.8	1519797.2	1828278.4	1623037.5	4966435.0	4587992.5	4756318.5	347727.16	479009.84	267432.72	404189.28	442678.78	419378.88	738531.94	721285.5	890919.6	2199145.2	2433263.2	2365168.2	7095393.5	6493368.0	7122102.5	
sp|P02787|TRFE_HUMAN	P02787	TRFE_HUMAN	TF	698	61.70	Homo sapiens	1:Experimental evidence at protein level	Serotransferrin	1.0000	0.9990	50	303	303	303	0	0	1	3	3	3	18	13	10	35	29	29	53	52	54	0	0	1	3	3	3	18	13	10	35	29	29	53	52	54	0	0	1	3	3	3	18	13	10	35	29	29	53	52	54	1570738.0	873415.0	1827390.5	4032327.5	6508487.0	6013742.5	1.3907198E7	2.2521098E7	1.791059E7	5.2604028E7	6.2597236E7	5.4599604E7	1.67580336E8	1.79707792E8	1.71418144E8	1570738.0	873415.0	1827390.5	4032327.5	6508487.0	6013742.5	1.3907198E7	2.2521098E7	1.791059E7	5.2604028E7	6.2597236E7	5.4599604E7	1.67580336E8	1.79707792E8	1.71418144E8	1570738.0	873415.0	1827390.5	4032327.5	6508487.0	6013742.5	1.3907198E7	2.2521098E7	1.791059E7	5.2604028E7	6.2597236E7	5.4599604E7	1.67580336E8	1.79707792E8	1.71418144E8	971335.6	1025041.3	1098220.8	2954469.2	3436623.5	3251823.5	1.0009302E7	1.0272054E7	9780089.0	3.2698654E7	3.038402E7	3.1008436E7	1.1025904E8	8.8749032E7	1.00586344E8	971335.6	1025041.3	1098220.8	2954469.2	3436623.5	3251823.5	1.0009302E7	1.0272054E7	9780089.0	3.2698654E7	3.038402E7	3.1008436E7	1.1025904E8	8.8749032E7	1.00586344E8	971335.6	1025041.3	1098220.8	2954469.2	3436623.5	3251823.5	1.0009302E7	1.0272054E7	9780089.0	3.2698654E7	3.038402E7	3.1008436E7	1.1025904E8	8.8749032E7	1.00586344E8	
sp|P02788|TRFL_HUMAN	P02788	TRFL_HUMAN	LTF	710	30.80	Homo sapiens	1:Experimental evidence at protein level	Lactotransferrin	1.0000	0.9990	17	63	63	63	0	0	0	0	0	0	2	0	2	7	6	7	12	14	13	0	0	0	0	0	0	2	0	2	7	6	7	12	14	13	0	0	0	0	0	0	2	0	2	7	6	7	12	14	13	81604.23	0.0	0.0	791827.06	283693.03	0.0	3115654.2	1456764.1	1830081.5	9711294.0	5513340.0	9338100.0	3.3743952E7	1.2500968E7	2.9757654E7	81604.23	0.0	0.0	791827.06	283693.03	0.0	3115654.2	1456764.1	1830081.5	9711294.0	5513340.0	9338100.0	3.3743952E7	1.2500968E7	2.9757654E7	81604.23	0.0	0.0	791827.06	283693.03	0.0	3115654.2	1456764.1	1830081.5	9711294.0	5513340.0	9338100.0	3.3743952E7	1.2500968E7	2.9757654E7	322294.38	0.0	0.0	587528.7	282616.66	438018.06	1645434.5	1137579.9	1235257.4	5311043.5	3830957.8	4788816.0	1.6980852E7	9314946.0	1.5289155E7	322294.38	0.0	0.0	587528.7	282616.66	438018.06	1645434.5	1137579.9	1235257.4	5311043.5	3830957.8	4788816.0	1.6980852E7	9314946.0	1.5289155E7	322294.38	0.0	0.0	587528.7	282616.66	438018.06	1645434.5	1137579.9	1235257.4	5311043.5	3830957.8	4788816.0	1.6980852E7	9314946.0	1.5289155E7	
